i,k,f1
4190,-1,0.922
4191,1,0.614
4191,5,0.865
4191,10,0.882
4191,25,0.918
4191,50,0.914
4191,-1,0.951
4192,1,0.552
4192,5,0.86
4192,10,0.885
4192,25,0.897
4192,50,0.896
4192,-1,0.941
4193,1,0.769
4193,5,0.819
4193,10,0.863
4193,25,0.904
4193,50,0.905
4193,-1,0.93
4194,1,0.602
4194,5,0.87
4194,10,0.853
4194,25,0.884
4194,50,0.904
4194,-1,0.937
4195,1,0.774
4195,5,0.852
4195,10,0.875
4195,25,0.894
4195,50,0.893
4195,-1,0.943
4196,1,0.568
4196,5,0.791
4196,10,0.845
4196,25,0.866
4196,50,0.894
4196,-1,0.939
4197,1,0.607
4197,5,0.849
4197,10,0.865
4197,25,0.89
4197,50,0.888
4197,-1,0.937
4198,1,0.766
4198,5,0.823
4198,10,0.857
4198,25,0.866
4198,50,0.89
4198,-1,0.947
4199,1,0.493
4199,5,0.891
4199,10,0.909
4199,25,0.912
4199,50,0.915
4199,-1,0.943
4200,1,0.769
4200,5,0.868
4200,10,0.88
4200,25,0.877
4200,50,0.902
4200,-1,0.932
4201,1,0.823
4201,5,0.858
4201,10,0.871
4201,25,0.883
4201,50,0.901
4201,-1,0.929
4202,1,0.833
4202,5,0.862
4202,10,0.875
4202,25,0.9
4202,50,0.897
4202,-1,0.946
4203,1,0.609
4203,5,0.839
4203,10,0.839
4203,25,0.854
4203,50,0.893
4203,-1,0.928
4204,1,0.77
4204,5,0.836
4204,10,0.854
4204,25,0.844
4204,50,0.874
4204,-1,0.927
4205,1,0.541
4205,5,0.868
4205,10,0.86
4205,25,0.91
4205,50,0.881
4205,-1,0.952
4206,1,0.652
4206,5,0.81
4206,10,0.865
4206,25,0.897
4206,50,0.901
4206,-1,0.946
4207,1,0.36
4207,5,0.845
4207,10,0.867
4207,25,0.899
4207,50,0.889
4207,-1,0.931
4208,1,0.708
4208,5,0.835
4208,10,0.865
4208,25,0.893
4208,50,0.913
4208,-1,0.944
4209,1,0.789
4209,5,0.692
4209,10,0.843
4209,25,0.902
4209,50,0.917
4209,-1,0.931
4210,1,0.564
4210,5,0.837
4210,10,0.875
4210,25,0.892
4210,50,0.903
4210,-1,0.933
4211,1,0.779
4211,5,0.869
4211,10,0.856
4211,25,0.885
4211,50,0.912
4211,-1,0.951
4212,1,0.692
4212,5,0.781
4212,10,0.852
4212,25,0.883
4212,50,0.885
4212,-1,0.944
4213,1,0.306
4213,5,0.852
4213,10,0.863
4213,25,0.868
4213,50,0.874
4213,-1,0.934
4214,1,0.649
4214,5,0.842
4214,10,0.885
4214,25,0.903
4214,50,0.923
4214,-1,0.942
4215,1,0.763
4215,5,0.841
4215,10,0.846
4215,25,0.889
4215,50,0.894
4215,-1,0.933
4216,1,0.62
4216,5,0.846
4216,10,0.889
4216,25,0.908
4216,50,0.933
4216,-1,0.949
4217,1,0.381
4217,5,0.875
4217,10,0.901
4217,25,0.901
4217,50,0.863
4217,-1,0.957
4218,1,0.731
4218,5,0.792
4218,10,0.86
4218,25,0.916
4218,50,0.91
4218,-1,0.938
4219,1,0.762
4219,5,0.856
4219,10,0.843
4219,25,0.873
4219,50,0.908
4219,-1,0.938
4220,1,0.666
4220,5,0.805
4220,10,0.84
4220,25,0.881
4220,50,0.898
4220,-1,0.925
4221,1,0.714
4221,5,0.854
4221,10,0.868
4221,25,0.899
4221,50,0.904
4221,-1,0.929
4222,1,0.735
4222,5,0.844
4222,10,0.89
4222,25,0.896
4222,50,0.909
4222,-1,0.939
4223,1,0.791
4223,5,0.837
4223,10,0.893
4223,25,0.882
4223,50,0.896
4223,-1,0.943
4224,1,0.705
4224,5,0.875
4224,10,0.848
4224,25,0.888
4224,50,0.903
4224,-1,0.934
4225,1,0.369
4225,5,0.57
4225,10,0.733
4225,25,0.842
4225,50,0.87
4225,-1,0.953
4226,1,0.652
4226,5,0.83
4226,10,0.856
4226,25,0.884
4226,50,0.911
4226,-1,0.952
4227,1,0.298
4227,5,0.862
4227,10,0.864
4227,25,0.924
4227,50,0.921
4227,-1,0.94
4228,1,0.807
4228,5,0.865
4228,10,0.875
4228,25,0.895
4228,50,0.888
4228,-1,0.936
4229,1,0.684
4229,5,0.862
4229,10,0.884
4229,25,0.913
4229,50,0.903
4229,-1,0.938
4230,1,0.73
4230,5,0.845
4230,10,0.892
4230,25,0.908
4230,50,0.916
4230,-1,0.951
4231,1,0.807
4231,5,0.878
4231,10,0.883
4231,25,0.906
4231,50,0.906
4231,-1,0.95
4232,1,0.72
4232,5,0.88
4232,10,0.9
4232,25,0.903
4232,50,0.9
4232,-1,0.932
4233,1,0.748
4233,5,0.843
4233,10,0.852
4233,25,0.887
4233,50,0.898
4233,-1,0.946
4234,1,0.624
4234,5,0.859
4234,10,0.866
4234,25,0.881
4234,50,0.896
4234,-1,0.945
4235,1,0.316
4235,5,0.767
4235,10,0.837
4235,25,0.862
4235,50,0.889
4235,-1,0.946
4236,1,0.71
4236,5,0.873
4236,10,0.91
4236,25,0.894
4236,50,0.902
4236,-1,0.927
4237,1,0.813
4237,5,0.837
4237,10,0.885
4237,25,0.902
4237,50,0.892
4237,-1,0.942
4238,1,0.684
4238,5,0.849
4238,10,0.873
4238,25,0.907
4238,50,0.923
4238,-1,0.941
4239,1,0.743
4239,5,0.851
4239,10,0.897
4239,25,0.878
4239,50,0.89
4239,-1,0.924
4240,1,0.653
4240,5,0.848
4240,10,0.883
4240,25,0.878
4240,50,0.911
4240,-1,0.951
4241,1,0.654
4241,5,0.808
4241,10,0.856
4241,25,0.92
4241,50,0.919
4241,-1,0.952
4242,1,0.681
4242,5,0.852
4242,10,0.879
4242,25,0.892
4242,50,0.895
4242,-1,0.944
4243,1,0.808
4243,5,0.846
4243,10,0.898
4243,25,0.903
4243,50,0.905
4243,-1,0.939
4244,1,0.748
4244,5,0.886
4244,10,0.892
4244,25,0.894
4244,50,0.89
4244,-1,0.937
4245,1,0.743
4245,5,0.821
4245,10,0.863
4245,25,0.887
4245,50,0.876
4245,-1,0.938
4246,1,0.283
4246,5,0.828
4246,10,0.869
4246,25,0.862
4246,50,0.882
4246,-1,0.948
4247,1,0.752
4247,5,0.774
4247,10,0.855
4247,25,0.887
4247,50,0.878
4247,-1,0.93
4248,1,0.841
4248,5,0.905
4248,10,0.89
4248,25,0.913
4248,50,0.925
4248,-1,0.945
4249,1,0.568
4249,5,0.874
4249,10,0.878
4249,25,0.879
4249,50,0.896
4249,-1,0.939
4250,1,0.62
4250,5,0.837
4250,10,0.853
4250,25,0.867
4250,50,0.896
4250,-1,0.93
4251,1,0.715
4251,5,0.821
4251,10,0.842
4251,25,0.891
4251,50,0.904
4251,-1,0.927
4252,1,0.62
4252,5,0.766
4252,10,0.85
4252,25,0.895
4252,50,0.891
4252,-1,0.939
4253,1,0.391
4253,5,0.793
4253,10,0.893
4253,25,0.912
4253,50,0.927
4253,-1,0.932
4254,1,0.753
4254,5,0.849
4254,10,0.818
4254,25,0.885
4254,50,0.915
4254,-1,0.93
4255,1,0.286
4255,5,0.767
4255,10,0.875
4255,25,0.893
4255,50,0.906
4255,-1,0.946
4256,1,0.602
4256,5,0.862
4256,10,0.897
4256,25,0.898
4256,50,0.917
4256,-1,0.938
4257,1,0.573
4257,5,0.869
4257,10,0.897
4257,25,0.883
4257,50,0.894
4257,-1,0.948
4258,1,0.783
4258,5,0.732
4258,10,0.828
4258,25,0.904
4258,50,0.888
4258,-1,0.953
4259,1,0.822
4259,5,0.795
4259,10,0.855
4259,25,0.876
4259,50,0.895
4259,-1,0.939
4260,1,0.535
4260,5,0.833
4260,10,0.862
4260,25,0.876
4260,50,0.886
4260,-1,0.93
4261,1,0.83
4261,5,0.879
4261,10,0.865
4261,25,0.9
4261,50,0.922
4261,-1,0.943
4262,1,0.693
4262,5,0.745
4262,10,0.806
4262,25,0.855
4262,50,0.891
4262,-1,0.962
4263,1,0.78
4263,5,0.804
4263,10,0.854
4263,25,0.892
4263,50,0.877
4263,-1,0.94
4264,1,0.688
4264,5,0.858
4264,10,0.869
4264,25,0.89
4264,50,0.902
4264,-1,0.934
4265,1,0.376
4265,5,0.817
4265,10,0.888
4265,25,0.889
4265,50,0.898
4265,-1,0.941
4266,1,0.686
4266,5,0.86
4266,10,0.876
4266,25,0.898
4266,50,0.9
4266,-1,0.937
4267,1,0.633
4267,5,0.84
4267,10,0.883
4267,25,0.894
4267,50,0.906
4267,-1,0.952
4268,1,0.827
4268,5,0.887
4268,10,0.904
4268,25,0.908
4268,50,0.918
4268,-1,0.943
4269,1,0.734
4269,5,0.828
4269,10,0.883
4269,25,0.891
4269,50,0.914
4269,-1,0.929
4270,1,0.785
4270,5,0.864
4270,10,0.885
4270,25,0.903
4270,50,0.878
4270,-1,0.941
4271,1,0.804
4271,5,0.821
4271,10,0.869
4271,25,0.884
4271,50,0.896
4271,-1,0.937
4272,1,0.819
4272,5,0.743
4272,10,0.826
4272,25,0.894
4272,50,0.917
4272,-1,0.936
4273,1,0.627
4273,5,0.718
4273,10,0.828
4273,25,0.896
4273,50,0.915
4273,-1,0.943
4274,1,0.657
4274,5,0.824
4274,10,0.879
4274,25,0.895
4274,50,0.91
4274,-1,0.939
4275,1,0.303
4275,5,0.819
4275,10,0.839
4275,25,0.884
4275,50,0.91
4275,-1,0.945
4276,1,0.6
4276,5,0.808
4276,10,0.833
4276,25,0.85
4276,50,0.872
4276,-1,0.949
4277,1,0.861
4277,5,0.885
4277,10,0.892
4277,25,0.908
4277,50,0.917
4277,-1,0.955
4278,1,0.297
4278,5,0.824
4278,10,0.84
4278,25,0.882
4278,50,0.891
4278,-1,0.948
4279,1,0.737
4279,5,0.892
4279,10,0.887
4279,25,0.911
4279,50,0.91
4279,-1,0.933
4280,1,0.522
4280,5,0.883
4280,10,0.885
4280,25,0.888
4280,50,0.904
4280,-1,0.942
4281,1,0.646
4281,5,0.786
4281,10,0.874
4281,25,0.921
4281,50,0.915
4281,-1,0.924
4282,1,0.583
4282,5,0.867
4282,10,0.853
4282,25,0.88
4282,50,0.899
4282,-1,0.932
4283,1,0.84
4283,5,0.839
4283,10,0.878
4283,25,0.886
4283,50,0.92
4283,-1,0.929
4284,1,0.703
4284,5,0.842
4284,10,0.895
4284,25,0.902
4284,50,0.897
4284,-1,0.934
4285,1,0.614
4285,5,0.891
4285,10,0.885
4285,25,0.895
4285,50,0.9
4285,-1,0.93
4286,1,0.845
4286,5,0.819
4286,10,0.844
4286,25,0.913
4286,50,0.928
4286,-1,0.94
4287,1,0.696
4287,5,0.853
4287,10,0.872
4287,25,0.867
4287,50,0.893
4287,-1,0.93
4288,1,0.841
4288,5,0.884
4288,10,0.91
4288,25,0.895
4288,50,0.898
4288,-1,0.936
4289,1,0.719
4289,5,0.892
4289,10,0.893
4289,25,0.877
4289,50,0.882
4289,-1,0.942
4290,1,0.37
4290,5,0.847
4290,10,0.858
4290,25,0.89
4290,50,0.907
4290,-1,0.935
4291,1,0.687
4291,5,0.904
4291,10,0.877
4291,25,0.892
4291,50,0.913
4291,-1,0.955
4292,1,0.463
4292,5,0.8
4292,10,0.897
4292,25,0.917
4292,50,0.902
4292,-1,0.937
4293,1,0.622
4293,5,0.768
4293,10,0.884
4293,25,0.881
4293,50,0.899
4293,-1,0.937
4294,1,0.585
4294,5,0.884
4294,10,0.887
4294,25,0.9
4294,50,0.899
4294,-1,0.944
4295,1,0.734
4295,5,0.859
4295,10,0.847
4295,25,0.849
4295,50,0.884
4295,-1,0.935
4296,1,0.737
4296,5,0.855
4296,10,0.868
4296,25,0.873
4296,50,0.871
4296,-1,0.934
4297,1,0.632
4297,5,0.882
4297,10,0.902
4297,25,0.92
4297,50,0.922
4297,-1,0.937
4298,1,0.753
4298,5,0.858
4298,10,0.864
4298,25,0.877
4298,50,0.913
4298,-1,0.931
4299,1,0.646
4299,5,0.843
4299,10,0.869
4299,25,0.904
4299,50,0.9
4299,-1,0.939
4300,1,0.839
4300,5,0.863
4300,10,0.874
4300,25,0.901
4300,50,0.91
4300,-1,0.929
4301,1,0.757
4301,5,0.813
4301,10,0.831
4301,25,0.895
4301,50,0.875
4301,-1,0.927
4302,1,0.662
4302,5,0.861
4302,10,0.873
4302,25,0.902
4302,50,0.908
4302,-1,0.926
4303,1,0.649
4303,5,0.853
4303,10,0.835
4303,25,0.893
4303,50,0.879
4303,-1,0.951
4304,1,0.775
4304,5,0.813
4304,10,0.841
4304,25,0.89
4304,50,0.897
4304,-1,0.919
4305,1,0.738
4305,5,0.858
4305,10,0.908
4305,25,0.879
4305,50,0.904
4305,-1,0.932
4306,1,0.738
4306,5,0.86
4306,10,0.884
4306,25,0.907
4306,50,0.909
4306,-1,0.935
4307,1,0.67
4307,5,0.774
4307,10,0.868
4307,25,0.878
4307,50,0.9
4307,-1,0.955
4308,1,0.786
4308,5,0.84
4308,10,0.862
4308,25,0.904
4308,50,0.887
4308,-1,0.951
4309,1,0.788
4309,5,0.852
4309,10,0.885
4309,25,0.9
4309,50,0.916
4309,-1,0.936
4310,1,0.734
4310,5,0.832
4310,10,0.852
4310,25,0.895
4310,50,0.91
4310,-1,0.914
4311,1,0.265
4311,5,0.809
4311,10,0.878
4311,25,0.896
4311,50,0.863
4311,-1,0.952
4312,1,0.692
4312,5,0.795
4312,10,0.872
4312,25,0.885
4312,50,0.896
4312,-1,0.936
4313,1,0.804
4313,5,0.835
4313,10,0.881
4313,25,0.876
4313,50,0.87
4313,-1,0.944
4314,1,0.588
4314,5,0.836
4314,10,0.853
4314,25,0.915
4314,50,0.911
4314,-1,0.941
4315,1,0.775
4315,5,0.854
4315,10,0.869
4315,25,0.891
4315,50,0.914
4315,-1,0.93
4316,1,0.652
4316,5,0.859
4316,10,0.891
4316,25,0.901
4316,50,0.911
4316,-1,0.949
4317,1,0.681
4317,5,0.762
4317,10,0.845
4317,25,0.898
4317,50,0.912
4317,-1,0.935
4318,1,0.426
4318,5,0.875
4318,10,0.871
4318,25,0.9
4318,50,0.904
4318,-1,0.936
4319,1,0.786
4319,5,0.856
4319,10,0.904
4319,25,0.902
4319,50,0.902
4319,-1,0.929
4320,1,0.731
4320,5,0.837
4320,10,0.858
4320,25,0.882
4320,50,0.903
4320,-1,0.945
4321,1,0.676
4321,5,0.802
4321,10,0.85
4321,25,0.877
4321,50,0.907
4321,-1,0.948
4322,1,0.641
4322,5,0.856
4322,10,0.866
4322,25,0.89
4322,50,0.916
4322,-1,0.928
4323,1,0.637
4323,5,0.829
4323,10,0.856
4323,25,0.898
4323,50,0.918
4323,-1,0.935
4324,1,0.796
4324,5,0.849
4324,10,0.835
4324,25,0.89
4324,50,0.905
4324,-1,0.922
4325,1,0.353
4325,5,0.89
4325,10,0.874
4325,25,0.897
4325,50,0.9
4325,-1,0.943
4326,1,0.889
4326,5,0.815
4326,10,0.871
4326,25,0.873
4326,50,0.877
4326,-1,0.94
4327,1,0.822
4327,5,0.883
4327,10,0.897
4327,25,0.895
4327,50,0.904
4327,-1,0.934
4328,1,0.754
4328,5,0.774
4328,10,0.848
4328,25,0.885
4328,50,0.905
4328,-1,0.929
4329,1,0.745
4329,5,0.845
4329,10,0.888
4329,25,0.904
4329,50,0.906
4329,-1,0.944
4330,1,0.6
4330,5,0.749
4330,10,0.797
4330,25,0.855
4330,50,0.902
4330,-1,0.938
4331,1,0.817
4331,5,0.869
4331,10,0.905
4331,25,0.9
4331,50,0.899
4331,-1,0.946
4332,1,0.74
4332,5,0.892
4332,10,0.878
4332,25,0.903
4332,50,0.915
4332,-1,0.949
4333,1,0.369
4333,5,0.664
4333,10,0.844
4333,25,0.893
4333,50,0.898
4333,-1,0.939
4334,1,0.837
4334,5,0.865
4334,10,0.848
4334,25,0.879
4334,50,0.889
4334,-1,0.941
4335,1,0.635
4335,5,0.842
4335,10,0.866
4335,25,0.886
4335,50,0.908
4335,-1,0.94
4336,1,0.744
4336,5,0.903
4336,10,0.904
4336,25,0.92
4336,50,0.926
4336,-1,0.941
4337,1,0.745
4337,5,0.879
4337,10,0.889
4337,25,0.873
4337,50,0.891
4337,-1,0.924
4338,1,0.53
4338,5,0.823
4338,10,0.883
4338,25,0.9
4338,50,0.921
4338,-1,0.958
4339,1,0.594
4339,5,0.857
4339,10,0.894
4339,25,0.896
4339,50,0.896
4339,-1,0.922
4340,1,0.761
4340,5,0.866
4340,10,0.9
4340,25,0.87
4340,50,0.895
4340,-1,0.938
4341,1,0.76
4341,5,0.88
4341,10,0.9
4341,25,0.899
4341,50,0.904
4341,-1,0.937
4342,1,0.344
4342,5,0.87
4342,10,0.851
4342,25,0.869
4342,50,0.892
4342,-1,0.919
4343,1,0.707
4343,5,0.908
4343,10,0.849
4343,25,0.885
4343,50,0.921
4343,-1,0.945
4344,1,0.517
4344,5,0.837
4344,10,0.881
4344,25,0.899
4344,50,0.916
4344,-1,0.942
4345,1,0.713
4345,5,0.838
4345,10,0.879
4345,25,0.909
4345,50,0.919
4345,-1,0.921
4346,1,0.774
4346,5,0.881
4346,10,0.914
4346,25,0.938
4346,50,0.915
4346,-1,0.953
4347,1,0.404
4347,5,0.851
4347,10,0.86
4347,25,0.893
4347,50,0.909
4347,-1,0.944
4348,1,0.739
4348,5,0.887
4348,10,0.878
4348,25,0.919
4348,50,0.927
4348,-1,0.945
4349,1,0.588
4349,5,0.745
4349,10,0.798
4349,25,0.865
4349,50,0.886
4349,-1,0.945
4350,1,0.658
4350,5,0.829
4350,10,0.829
4350,25,0.866
4350,50,0.895
4350,-1,0.932
4351,1,0.674
4351,5,0.822
4351,10,0.863
4351,25,0.871
4351,50,0.906
4351,-1,0.935
4352,1,0.606
4352,5,0.859
4352,10,0.879
4352,25,0.924
4352,50,0.914
4352,-1,0.928
4353,1,0.55
4353,5,0.804
4353,10,0.843
4353,25,0.86
4353,50,0.881
4353,-1,0.942
4354,1,0.67
4354,5,0.851
4354,10,0.878
4354,25,0.867
4354,50,0.898
4354,-1,0.942
4355,1,0.78
4355,5,0.842
4355,10,0.866
4355,25,0.865
4355,50,0.886
4355,-1,0.934
4356,1,0.375
4356,5,0.876
4356,10,0.901
4356,25,0.9
4356,50,0.895
4356,-1,0.933
4357,1,0.664
4357,5,0.827
4357,10,0.798
4357,25,0.868
4357,50,0.877
4357,-1,0.938
4358,1,0.606
4358,5,0.869
4358,10,0.888
4358,25,0.872
4358,50,0.886
4358,-1,0.947
4359,1,0.82
4359,5,0.774
4359,10,0.868
4359,25,0.904
4359,50,0.877
4359,-1,0.938
4360,1,0.828
4360,5,0.873
4360,10,0.88
4360,25,0.878
4360,50,0.906
4360,-1,0.94
4361,1,0.78
4361,5,0.877
4361,10,0.862
4361,25,0.854
4361,50,0.847
4361,-1,0.934
4362,1,0.518
4362,5,0.76
4362,10,0.835
4362,25,0.901
4362,50,0.903
4362,-1,0.937
4363,1,0.746
4363,5,0.843
4363,10,0.875
4363,25,0.897
4363,50,0.903
4363,-1,0.936
4364,1,0.464
4364,5,0.812
4364,10,0.845
4364,25,0.871
4364,50,0.898
4364,-1,0.949
4365,1,0.803
4365,5,0.869
4365,10,0.885
4365,25,0.883
4365,50,0.91
4365,-1,0.945
4366,1,0.772
4366,5,0.857
4366,10,0.872
4366,25,0.891
4366,50,0.888
4366,-1,0.943
4367,1,0.546
4367,5,0.83
4367,10,0.864
4367,25,0.902
4367,50,0.904
4367,-1,0.938
4368,1,0.423
4368,5,0.684
4368,10,0.844
4368,25,0.89
4368,50,0.907
4368,-1,0.942
4369,1,0.593
4369,5,0.888
4369,10,0.869
4369,25,0.908
4369,50,0.911
4369,-1,0.941
4370,1,0.671
4370,5,0.808
4370,10,0.858
4370,25,0.871
4370,50,0.891
4370,-1,0.935
4371,1,0.826
4371,5,0.893
4371,10,0.881
4371,25,0.916
4371,50,0.923
4371,-1,0.925
4372,1,0.751
4372,5,0.841
4372,10,0.86
4372,25,0.893
4372,50,0.881
4372,-1,0.943
4373,1,0.725
4373,5,0.805
4373,10,0.859
4373,25,0.877
4373,50,0.905
4373,-1,0.95
4374,1,0.52
4374,5,0.838
4374,10,0.889
4374,25,0.884
4374,50,0.91
4374,-1,0.946
4375,1,0.802
4375,5,0.838
4375,10,0.9
4375,25,0.902
4375,50,0.909
4375,-1,0.947
4376,1,0.546
4376,5,0.781
4376,10,0.837
4376,25,0.891
4376,50,0.891
4376,-1,0.938
4377,1,0.69
4377,5,0.82
4377,10,0.867
4377,25,0.862
4377,50,0.893
4377,-1,0.921
4378,1,0.795
4378,5,0.857
4378,10,0.889
4378,25,0.886
4378,50,0.902
4378,-1,0.936
4379,1,0.787
4379,5,0.887
4379,10,0.885
4379,25,0.904
4379,50,0.913
4379,-1,0.941
4380,1,0.846
4380,5,0.87
4380,10,0.87
4380,25,0.917
4380,50,0.898
4380,-1,0.948
4381,1,0.647
4381,5,0.847
4381,10,0.892
4381,25,0.902
4381,50,0.915
4381,-1,0.927
4382,1,0.182
4382,5,0.814
4382,10,0.867
4382,25,0.922
4382,50,0.919
4382,-1,0.944
4383,1,0.193
4383,5,0.833
4383,10,0.824
4383,25,0.872
4383,50,0.896
4383,-1,0.947
4384,1,0.796
4384,5,0.845
4384,10,0.872
4384,25,0.893
4384,50,0.905
4384,-1,0.926
4385,1,0.845
4385,5,0.841
4385,10,0.872
4385,25,0.894
4385,50,0.905
4385,-1,0.943
4386,1,0.644
4386,5,0.882
4386,10,0.888
4386,25,0.89
4386,50,0.903
4386,-1,0.931
4387,1,0.789
4387,5,0.855
4387,10,0.869
4387,25,0.859
4387,50,0.88
4387,-1,0.931
4388,1,0.795
4388,5,0.827
4388,10,0.875
4388,25,0.886
4388,50,0.907
4388,-1,0.942
4389,1,0.578
4389,5,0.715
4389,10,0.877
4389,25,0.877
4389,50,0.901
4389,-1,0.924
4390,1,0.47
4390,5,0.864
4390,10,0.875
4390,25,0.894
4390,50,0.902
4390,-1,0.945
4391,1,0.672
4391,5,0.761
4391,10,0.855
4391,25,0.867
4391,50,0.899
4391,-1,0.937
4392,1,0.687
4392,5,0.81
4392,10,0.857
4392,25,0.881
4392,50,0.881
4392,-1,0.934
4393,1,0.665
4393,5,0.837
4393,10,0.874
4393,25,0.912
4393,50,0.906
4393,-1,0.942
4394,1,0.497
4394,5,0.869
4394,10,0.899
4394,25,0.921
4394,50,0.91
4394,-1,0.936
4395,1,0.722
4395,5,0.876
4395,10,0.868
4395,25,0.908
4395,50,0.917
4395,-1,0.941
4396,1,0.784
4396,5,0.824
4396,10,0.886
4396,25,0.917
4396,50,0.909
4396,-1,0.923
4397,1,0.538
4397,5,0.754
4397,10,0.825
4397,25,0.892
4397,50,0.917
4397,-1,0.933
4398,1,0.646
4398,5,0.832
4398,10,0.854
4398,25,0.897
4398,50,0.903
4398,-1,0.949
4399,1,0.581
4399,5,0.847
4399,10,0.878
4399,25,0.897
4399,50,0.908
4399,-1,0.943
4400,1,0.637
4400,5,0.849
4400,10,0.844
4400,25,0.892
4400,50,0.913
4400,-1,0.93
4401,1,0.768
4401,5,0.812
4401,10,0.873
4401,25,0.888
4401,50,0.904
4401,-1,0.947
4402,1,0.78
4402,5,0.878
4402,10,0.901
4402,25,0.919
4402,50,0.922
4402,-1,0.948
4403,1,0.726
4403,5,0.862
4403,10,0.886
4403,25,0.907
4403,50,0.907
4403,-1,0.952
4404,1,0.724
4404,5,0.848
4404,10,0.841
4404,25,0.858
4404,50,0.903
4404,-1,0.942
4405,1,0.791
4405,5,0.84
4405,10,0.863
4405,25,0.874
4405,50,0.906
4405,-1,0.94
4406,1,0.736
4406,5,0.829
4406,10,0.866
4406,25,0.895
4406,50,0.899
4406,-1,0.936
4407,1,0.602
4407,5,0.782
4407,10,0.867
4407,25,0.885
4407,50,0.9
4407,-1,0.936
4408,1,0.767
4408,5,0.856
4408,10,0.871
4408,25,0.898
4408,50,0.906
4408,-1,0.93
4409,1,0.746
4409,5,0.874
4409,10,0.88
4409,25,0.882
4409,50,0.92
4409,-1,0.931
4410,1,0.661
4410,5,0.86
4410,10,0.886
4410,25,0.876
4410,50,0.89
4410,-1,0.93
4411,1,0.765
4411,5,0.87
4411,10,0.892
4411,25,0.912
4411,50,0.904
4411,-1,0.941
4412,1,0.63
4412,5,0.851
4412,10,0.884
4412,25,0.893
4412,50,0.926
4412,-1,0.939
4413,1,0.686
4413,5,0.873
4413,10,0.915
4413,25,0.896
4413,50,0.915
4413,-1,0.947
4414,1,0.725
4414,5,0.818
4414,10,0.899
4414,25,0.895
4414,50,0.903
4414,-1,0.935
4415,1,0.748
4415,5,0.839
4415,10,0.867
4415,25,0.894
4415,50,0.906
4415,-1,0.932
4416,1,0.591
4416,5,0.844
4416,10,0.853
4416,25,0.885
4416,50,0.885
4416,-1,0.932
4417,1,0.806
4417,5,0.839
4417,10,0.868
4417,25,0.896
4417,50,0.928
4417,-1,0.937
4418,1,0.848
4418,5,0.769
4418,10,0.874
4418,25,0.895
4418,50,0.897
4418,-1,0.934
4419,1,0.422
4419,5,0.82
4419,10,0.839
4419,25,0.878
4419,50,0.887
4419,-1,0.941
4420,1,0.604
4420,5,0.857
4420,10,0.873
4420,25,0.869
4420,50,0.885
4420,-1,0.927
4421,1,0.662
4421,5,0.81
4421,10,0.847
4421,25,0.906
4421,50,0.91
4421,-1,0.946
4422,1,0.604
4422,5,0.779
4422,10,0.863
4422,25,0.9
4422,50,0.906
4422,-1,0.949
4423,1,0.387
4423,5,0.73
4423,10,0.888
4423,25,0.871
4423,50,0.872
4423,-1,0.923
4424,1,0.775
4424,5,0.866
4424,10,0.873
4424,25,0.905
4424,50,0.912
4424,-1,0.947
4425,1,0.684
4425,5,0.804
4425,10,0.873
4425,25,0.925
4425,50,0.927
4425,-1,0.943
4426,1,0.555
4426,5,0.844
4426,10,0.889
4426,25,0.908
4426,50,0.912
4426,-1,0.933
4427,1,0.756
4427,5,0.857
4427,10,0.869
4427,25,0.893
4427,50,0.921
4427,-1,0.942
4428,1,0.787
4428,5,0.809
4428,10,0.853
4428,25,0.912
4428,50,0.907
4428,-1,0.944
4429,1,0.586
4429,5,0.813
4429,10,0.883
4429,25,0.881
4429,50,0.884
4429,-1,0.936
4430,1,0.364
4430,5,0.806
4430,10,0.884
4430,25,0.899
4430,50,0.911
4430,-1,0.936
4431,1,0.722
4431,5,0.816
4431,10,0.863
4431,25,0.868
4431,50,0.886
4431,-1,0.932
4432,1,0.787
4432,5,0.882
4432,10,0.876
4432,25,0.897
4432,50,0.916
4432,-1,0.946
4433,1,0.735
4433,5,0.893
4433,10,0.892
4433,25,0.896
4433,50,0.899
4433,-1,0.945
4434,1,0.555
4434,5,0.849
4434,10,0.886
4434,25,0.894
4434,50,0.899
4434,-1,0.94
4435,1,0.737
4435,5,0.848
4435,10,0.874
4435,25,0.896
4435,50,0.917
4435,-1,0.948
4436,1,0.774
4436,5,0.839
4436,10,0.843
4436,25,0.89
4436,50,0.908
4436,-1,0.94
4437,1,0.845
4437,5,0.875
4437,10,0.876
4437,25,0.914
4437,50,0.915
4437,-1,0.943
4438,1,0.81
4438,5,0.895
4438,10,0.916
4438,25,0.882
4438,50,0.891
4438,-1,0.947
4439,1,0.768
4439,5,0.878
4439,10,0.88
4439,25,0.911
4439,50,0.911
4439,-1,0.934
4440,1,0.705
4440,5,0.849
4440,10,0.809
4440,25,0.886
4440,50,0.902
4440,-1,0.939
4441,1,0.645
4441,5,0.85
4441,10,0.888
4441,25,0.883
4441,50,0.902
4441,-1,0.944
4442,1,0.674
4442,5,0.872
4442,10,0.863
4442,25,0.879
4442,50,0.884
4442,-1,0.925
4443,1,0.797
4443,5,0.85
4443,10,0.878
4443,25,0.902
4443,50,0.918
4443,-1,0.947
4444,1,0.812
4444,5,0.88
4444,10,0.876
4444,25,0.902
4444,50,0.908
4444,-1,0.949
4445,1,0.684
